UTC,board,TH1,TH2,TH3,U4,U5,U6,U7,TH4,TH5,TH6,J7,J8,J12,J13,J14,J15,J16,heater_v_high,heater_v_low,heater_curr,heater_mode,target_temp,target_sensor,heater_duty
2023-08-16 03:43:44.669063,1,1974,2008,1976,5976,5925,6023,5973,1969,1993,1986,,,,,,,,3089,3080,8,0,1044,0,255
2023-08-16 03:43:44.669063,2,1957,2005,1964,5967,5875,6010,5947,1961,1992,1979,1964,,,,,,,3107,3107,8,0,1044,0,255
2023-08-16 03:43:49.715217,1,1975,2012,1968,5974,5926,6023,5972,1968,1992,1988,,,,,,,,3075,3080,7,0,1044,0,255
2023-08-16 03:43:49.715217,2,1956,2005,1963,5961,5874,6012,5946,1960,1998,1978,1963,,,,,,,3114,3111,8,0,1044,0,255
2023-08-16 03:43:54.762955,1,1975,2008,1970,5979,5924,6021,5969,1970,1993,1984,,,,,,,,3083,3086,9,0,1044,0,255
2023-08-16 03:43:54.762955,2,1957,2006,1966,5964,5872,6009,5940,1963,1993,1977,1964,,,,,,,3100,3107,9,0,1044,0,255
2023-08-16 03:43:59.809318,1,1975,2012,1966,5974,5919,6024,5971,1971,1993,1989,,,,,,,,3083,3085,9,0,1044,0,255
2023-08-16 03:43:59.809318,2,1957,2005,1965,5960,5867,6010,5944,1960,1995,1980,1963,,,,,,,3107,3108,9,0,1044,0,255
2023-08-16 03:44:04.858905,1,1975,2015,1967,5976,5925,6024,5969,1970,1993,1988,,,,,,,,3091,3083,9,0,1044,0,255
2023-08-16 03:44:04.858905,2,1957,2003,1967,5961,5872,6009,5943,1962,1995,1983,1964,,,,,,,3107,3107,9,0,1044,0,255
2023-08-16 03:44:09.905447,1,1974,2011,1966,5976,5928,6029,5968,1968,1996,1989,,,,,,,,3069,3082,9,0,1044,0,255
2023-08-16 03:44:09.905447,2,1958,2006,1966,5964,5872,6010,5946,1962,1994,1977,1965,,,,,,,3106,3103,8,0,1044,0,255
2023-08-16 03:44:14.953947,1,1975,2011,1967,5983,5926,6026,5968,1968,1996,1987,,,,,,,,3075,3082,9,0,1044,0,255
2023-08-16 03:44:14.953947,2,1957,2006,1966,5962,5874,6008,5947,1961,1996,1980,1965,,,,,,,3105,3106,9,0,1044,0,255
2023-08-16 03:44:20.000435,1,1973,2009,1969,5980,5924,6027,5970,1970,1995,1984,,,,,,,,3073,3082,9,0,1044,0,255
2023-08-16 03:44:20.000435,2,1957,2004,1967,5964,5871,6014,5946,1965,1999,1978,1964,,,,,,,3106,3107,9,0,1044,0,255
2023-08-16 03:44:25.050613,1,1975,2011,1966,5982,5918,6028,5971,1968,1996,1985,,,,,,,,3084,3084,9,0,1044,0,255
2023-08-16 03:44:25.050613,2,1957,2005,1965,5964,5875,6008,5945,1960,1998,1982,1967,,,,,,,3118,3111,8,0,1044,0,255
2023-08-16 03:44:30.098624,1,1974,2010,1967,5980,5926,6020,5974,1970,1996,1986,,,,,,,,3094,3086,8,0,1044,0,255
2023-08-16 03:44:30.098624,2,1956,2005,1966,5965,5876,6012,5947,1962,1998,1981,1965,,,,,,,3117,3108,9,0,1044,0,255
2023-08-16 03:44:35.148816,1,1974,2010,1969,5976,5924,6022,5973,1971,1993,1986,,,,,,,,3080,3085,9,0,1044,0,255
2023-08-16 03:44:35.148816,2,1957,2005,1964,5964,5873,6007,5946,1959,1993,1976,1966,,,,,,,3105,3108,9,0,1044,0,255
2023-08-16 03:44:40.194979,1,1974,2011,1966,5978,5928,6024,5970,1970,1993,1989,,,,,,,,3090,3083,9,0,1044,0,255
2023-08-16 03:44:40.194979,2,1957,2006,1966,5962,5871,6010,5946,1962,2000,1977,1966,,,,,,,3117,3109,9,0,1044,0,255
2023-08-16 03:44:45.242842,1,1975,2011,1969,5974,5928,6022,5972,1969,1994,1985,,,,,,,,3073,3083,9,0,1044,0,255
2023-08-16 03:44:45.242842,2,1957,2005,1966,5962,5869,6008,5945,1962,1996,1981,1964,,,,,,,3101,3105,9,0,1044,0,255
2023-08-16 03:44:50.288595,1,1973,2011,1967,5980,5921,6026,5969,1970,1995,1988,,,,,,,,3066,3086,9,0,1044,0,255
2023-08-16 03:44:50.288595,2,1959,2004,1965,5964,5875,6007,5946,1959,1995,1980,1964,,,,,,,3114,3105,9,0,1044,0,255
2023-08-16 03:44:55.340846,1,1975,2011,1966,5978,5922,6027,5972,1967,1996,1984,,,,,,,,3072,3083,9,0,1044,0,255
2023-08-16 03:44:55.340846,2,1955,2004,1965,5969,5875,6014,5951,1959,1998,1982,1963,,,,,,,3112,3113,9,0,1044,0,255
2023-08-16 03:45:00.392067,1,1975,2010,1968,5980,5926,6021,5970,1968,1995,1985,,,,,,,,3090,3084,9,0,1044,0,255
2023-08-16 03:45:00.392067,2,1958,2004,1964,5965,5872,6012,5949,1961,1999,1978,1963,,,,,,,3113,3111,9,0,1044,0,255
2023-08-16 03:45:05.444447,1,1976,2012,1967,5979,5930,6025,5974,1970,1994,1989,,,,,,,,3079,3081,9,0,1044,0,255
2023-08-16 03:45:05.444447,2,1957,2004,1966,5962,5873,6014,5949,1962,1996,1983,1962,,,,,,,3100,3106,9,0,1044,0,255
2023-08-16 03:45:10.492984,1,1977,2011,1969,5983,5930,6025,5972,1968,1996,1988,,,,,,,,3079,3078,7,0,1044,0,255
2023-08-16 03:45:10.492984,2,1957,2004,1965,5964,5875,6017,5945,1961,1994,1978,1960,,,,,,,3098,3107,9,0,1044,0,255
2023-08-16 03:45:15.539532,1,1972,2011,1967,5976,5927,6025,5972,1968,1998,1988,,,,,,,,3073,3085,9,0,1044,0,255
2023-08-16 03:45:15.539532,2,1957,2006,1965,5963,5872,6009,5942,1956,1997,1977,1964,,,,,,,3118,3109,8,0,1044,0,255
2023-08-16 03:45:20.587023,1,1976,2011,1968,5979,5925,6028,5971,1969,1995,1985,,,,,,,,3089,3085,8,0,1044,0,255
2023-08-16 03:45:20.587023,2,1957,2005,1964,5964,5874,6015,5944,1963,1997,1980,1963,,,,,,,3107,3110,9,0,1044,0,255
2023-08-16 03:45:25.637904,1,1975,2011,1971,5975,5926,6023,5972,1970,1998,1985,,,,,,,,3087,3082,9,0,1044,0,255
2023-08-16 03:45:25.637904,2,1958,2004,1965,5962,5873,6013,5946,1963,1992,1978,1965,,,,,,,3113,3110,9,0,1044,0,255
2023-08-16 03:45:30.692048,1,1973,2013,1968,5975,5926,6028,5970,1973,1995,1988,,,,,,,,3093,3081,9,0,1044,0,255
2023-08-16 03:45:30.692048,2,1957,2007,1966,5966,5873,6017,5946,1961,2000,1978,1965,,,,,,,3102,3106,9,0,1044,0,255
2023-08-16 03:45:35.739274,1,1974,2011,1976,5980,5928,6029,5973,1971,1996,1988,,,,,,,,3083,3081,9,0,1044,0,255
2023-08-16 03:45:35.739274,2,1957,2005,1966,5964,5873,6016,5950,1960,1997,1980,1965,,,,,,,3107,3109,9,0,1044,0,255
2023-08-16 03:45:40.787472,1,1985,2010,1967,5980,5928,6030,5972,1973,1997,1987,,,,,,,,3092,3083,9,0,1044,0,255
2023-08-16 03:45:40.787472,2,1957,2005,1966,5967,5873,6015,5948,1960,1993,1981,1966,,,,,,,3109,3107,9,0,1044,0,255
2023-08-16 03:45:45.834144,1,1973,2011,1970,5978,5925,6025,5973,1969,1996,1987,,,,,,,,3080,3084,8,0,1044,0,255
2023-08-16 03:45:45.834144,2,1958,2004,1966,5964,5873,6016,5949,1960,1996,1983,1965,,,,,,,3110,3110,9,0,1044,0,255
2023-08-16 03:45:50.882897,1,1972,2011,1969,5983,5927,6027,5971,1970,1994,1989,,,,,,,,3085,3084,9,0,1044,0,255
2023-08-16 03:45:50.882897,2,1959,2004,1966,5964,5877,6016,5945,1963,1998,1980,1965,,,,,,,3103,3111,9,0,1044,0,255
2023-08-16 03:45:55.936089,1,1973,2011,1969,5978,5927,6023,5973,1970,1995,1986,,,,,,,,3084,3082,8,0,1044,0,255
2023-08-16 03:45:55.936089,2,1958,2006,1965,5969,5878,6017,5949,1960,1997,1976,1964,,,,,,,3110,3106,9,0,1044,0,255
2023-08-16 03:46:00.986979,1,1975,2011,1968,5980,5930,6027,5974,1968,1992,1986,,,,,,,,3074,3082,9,0,1044,0,255
2023-08-16 03:46:00.986979,2,1958,2005,1965,5964,5876,6015,5947,1964,1994,1981,1962,,,,,,,3107,3105,9,0,1044,0,255
2023-08-16 03:46:06.039162,1,1975,2011,1969,5984,5926,6024,5973,1970,1993,1987,,,,,,,,3070,3083,9,0,1044,0,255
2023-08-16 03:46:06.039162,2,1958,2006,1964,5967,5876,6017,5953,1963,1996,1981,1964,,,,,,,3099,3107,9,0,1044,0,255
2023-08-16 03:46:11.085224,1,1975,2011,1969,5978,5926,6024,5967,1968,1995,1985,,,,,,,,3081,3086,9,0,1044,0,255
2023-08-16 03:46:11.085224,2,1957,2006,1964,5964,5879,6017,5950,1963,1996,1978,1963,,,,,,,3112,3111,9,0,1044,0,255
2023-08-16 03:46:16.133014,1,1975,2012,1968,5980,5930,6030,5975,1972,1996,1985,,,,,,,,3087,3081,9,0,1044,0,255
2023-08-16 03:46:16.133014,2,1956,2006,1965,5967,5878,6016,5951,1959,2000,1981,1966,,,,,,,3123,3112,9,0,1044,0,255
2023-08-16 03:46:21.180379,1,1975,2012,1969,5980,5929,6028,5974,1968,1997,1988,,,,,,,,3082,3085,9,0,1044,0,255
2023-08-16 03:46:21.180379,2,1958,2006,1966,5970,5877,6015,5950,1960,1996,1979,1965,,,,,,,3125,3110,9,0,1044,0,255
2023-08-16 03:46:26.226005,1,1976,2012,1970,5983,5929,6027,5974,1972,1992,1986,,,,,,,,3087,3081,9,0,1044,0,255
2023-08-16 03:46:26.226005,2,1958,2006,1966,5970,5877,6016,5952,1963,1996,1980,1964,,,,,,,3101,3108,9,0,1044,0,255
2023-08-16 03:46:31.273932,1,1975,2012,1967,5982,5934,6031,5973,1969,1996,1987,,,,,,,,3087,3081,8,0,1044,0,255
2023-08-16 03:46:31.273932,2,1958,2007,1965,5971,5881,6018,5955,1959,1996,1983,1966,,,,,,,3110,3106,7,0,1044,0,255
2023-08-16 03:46:36.321235,1,1977,2012,1968,5979,5927,6029,5974,1967,1996,1988,,,,,,,,3080,3087,9,0,1044,0,255
2023-08-16 03:46:36.321235,2,1958,2006,1966,5971,5877,6020,5952,1960,1997,1975,1965,,,,,,,3114,3111,9,0,1044,0,255
2023-08-16 03:46:41.388241,1,1975,2011,1968,5979,5928,6027,5974,1970,1996,1987,,,,,,,,3076,3086,9,0,1044,0,255
2023-08-16 03:46:41.388241,2,1957,2006,1966,5972,5880,6013,5951,1964,1997,1980,1964,,,,,,,3101,3106,9,0,1044,0,255
2023-08-16 03:46:46.434576,1,1975,2012,1967,5978,5928,6029,5977,1968,1994,1986,,,,,,,,3088,3082,9,0,1044,0,255
2023-08-16 03:46:46.434576,2,1957,2006,1963,5966,5877,6014,5951,1963,1998,1977,1966,,,,,,,3113,3106,10,0,1044,0,255
2023-08-16 03:46:51.481832,1,1974,2012,1970,5979,5931,6030,5975,1973,1993,1988,,,,,,,,3078,3080,9,0,1044,0,255
2023-08-16 03:46:51.481832,2,1958,2006,1967,5967,5882,6015,5950,1961,1997,1978,1966,,,,,,,3112,3103,9,0,1044,0,255
2023-08-16 03:46:56.527536,1,1975,2014,1968,5985,5928,6029,5976,1968,1996,1986,,,,,,,,3074,3078,10,0,1044,0,255
2023-08-16 03:46:56.527536,2,1958,2005,1965,5968,5882,6015,5951,1959,1993,1979,1964,,,,,,,3113,3105,8,0,1044,0,255
2023-08-16 03:47:01.580421,1,1974,2012,1968,5985,5928,6027,5975,1971,1995,1989,,,,,,,,3057,3081,9,0,1044,0,255
2023-08-16 03:47:01.580421,2,1958,2006,1967,5968,5880,6017,5947,1966,1997,1981,1966,,,,,,,3103,3104,9,0,1044,0,255
2023-08-16 03:47:06.626931,1,1975,2012,1971,5983,5927,6029,5977,1972,1994,1990,,,,,,,,3093,3086,8,0,1044,0,255
2023-08-16 03:47:06.626931,2,1959,2006,1966,5969,5882,6022,5953,1963,1999,1981,1965,,,,,,,3110,3109,9,0,1044,0,255
2023-08-16 03:47:11.672250,1,1975,2011,1968,5982,5930,6027,5978,1969,1994,1987,,,,,,,,3081,3083,9,0,1044,0,255
2023-08-16 03:47:11.672250,2,1958,2005,1965,5970,5882,6017,5950,1963,1999,1981,1965,,,,,,,3103,3110,10,0,1044,0,255
2023-08-16 03:47:16.719824,1,1974,2013,1967,5983,5929,6029,5973,1969,1995,1986,,,,,,,,3075,3083,10,0,1044,0,255
2023-08-16 03:47:16.719824,2,1958,2006,1966,5967,5876,6016,5947,1959,1997,1982,1961,,,,,,,3113,3109,9,0,1044,0,255
2023-08-16 03:47:21.774016,1,1972,2013,1967,5984,5927,6031,5977,1968,1997,1989,,,,,,,,3089,3080,10,0,1044,0,255
2023-08-16 03:47:21.774016,2,1957,2005,1965,5969,5881,6011,5951,1959,2000,1980,1964,,,,,,,3092,3108,9,0,1044,0,255
2023-08-16 03:47:26.824158,1,1975,2011,1968,5980,5927,6026,5974,1972,1995,1988,,,,,,,,3091,3083,7,0,1044,0,255
2023-08-16 03:47:26.824158,2,1958,2006,1967,5968,5879,6014,5953,1960,1994,1976,1965,,,,,,,3111,3107,9,0,1044,0,255
2023-08-16 03:47:31.874583,1,1973,2013,1969,5980,5928,6028,5973,1971,1994,1987,,,,,,,,3090,3085,9,0,1044,0,255
2023-08-16 03:47:31.874583,2,1957,2006,1966,5972,5880,6017,5952,1959,1994,1984,1965,,,,,,,3101,3110,9,0,1044,0,255
2023-08-16 03:47:36.922129,1,1975,2012,1965,5977,5925,6027,5976,1970,1994,1987,,,,,,,,3084,3083,8,0,1044,0,255
2023-08-16 03:47:36.922129,2,1958,2005,1966,5967,5877,6014,5948,1960,1998,1980,1964,,,,,,,3101,3110,8,0,1044,0,255
2023-08-16 03:47:41.971032,1,1975,2013,1969,5980,5928,6030,5978,1969,1994,1984,,,,,,,,3094,3079,9,0,1044,0,255
2023-08-16 03:47:41.971032,2,1958,2006,1965,5964,5881,6018,5954,1962,1995,1980,1963,,,,,,,3093,3105,9,0,1044,0,255
2023-08-16 03:47:47.026262,1,1976,2013,1971,5981,5922,6028,5976,1969,1995,1990,,,,,,,,3079,3081,9,0,1044,0,255
2023-08-16 03:47:47.026262,2,1958,2006,1967,5968,5875,6013,5953,1962,1996,1980,1964,,,,,,,3108,3107,10,0,1044,0,255
2023-08-16 03:47:52.082199,1,1976,2013,1967,5979,5927,6027,5970,1971,1992,1986,,,,,,,,3077,3084,9,0,1044,0,255
2023-08-16 03:47:52.082199,2,1958,2006,1965,5964,5878,6008,5950,1961,1993,1979,1964,,,,,,,3110,3107,9,0,1044,0,255
2023-08-16 03:47:57.134986,1,1976,2013,1970,5984,5929,6025,5972,1969,1997,1990,,,,,,,,3088,3081,9,0,1044,0,255
2023-08-16 03:47:57.134986,2,1957,2007,1966,5966,5877,6013,5951,1962,1997,1975,1965,,,,,,,3116,3110,9,0,1044,0,255
2023-08-16 03:48:02.181501,1,1973,2013,1968,5980,5933,6029,5974,1973,1996,1989,,,,,,,,3083,3081,9,0,1044,0,255
2023-08-16 03:48:02.181501,2,1958,2005,1965,5966,5875,6015,5949,1960,1993,1983,1964,,,,,,,3109,3110,9,0,1044,0,255
2023-08-16 03:48:07.234516,1,1976,2012,1968,5981,5928,6028,5975,1970,1996,1987,,,,,,,,3087,3086,9,0,1044,0,255
2023-08-16 03:48:07.234516,2,1958,2006,1964,5964,5878,6014,5949,1962,1997,1978,1965,,,,,,,3102,3108,8,0,1044,0,255
2023-08-16 03:48:12.285749,1,1976,2012,1968,5979,5930,6029,5974,1968,1994,1986,,,,,,,,3081,3081,9,0,1044,0,255
2023-08-16 03:48:12.285749,2,1959,2006,1966,5967,5879,6015,5948,1960,1997,1984,1962,,,,,,,3102,3104,9,0,1044,0,255
2023-08-16 03:48:17.344662,1,1973,2010,1971,5981,5928,6029,5977,1971,1999,1985,,,,,,,,3083,3082,10,0,1044,0,255
2023-08-16 03:48:17.344662,2,1957,2005,1966,5964,5879,6013,5951,1961,1991,1979,1964,,,,,,,3101,3105,9,0,1044,0,255
2023-08-16 03:48:22.399208,1,1976,2013,1969,5979,5928,6030,5975,1969,1993,1987,,,,,,,,3075,3084,9,0,1044,0,255
2023-08-16 03:48:22.399208,2,1958,2005,1966,5966,5876,6013,5946,1960,1998,1981,1966,,,,,,,3103,3110,9,0,1044,0,255
2023-08-16 03:48:27.446693,1,1975,2012,1970,5981,5931,6030,5977,1969,1997,1986,,,,,,,,3087,3084,8,0,1044,0,255
2023-08-16 03:48:27.446693,2,1959,2005,1967,5966,5877,6015,5951,1963,1996,1979,1966,,,,,,,3104,3109,8,0,1044,0,255
2023-08-16 03:48:32.495305,1,1974,2015,1970,5984,5933,6030,5975,1970,1993,1989,,,,,,,,3087,3085,8,0,1044,0,255
2023-08-16 03:48:32.495305,2,1958,2005,1965,5967,5876,6015,5947,1966,1993,1979,1965,,,,,,,3124,3107,9,0,1044,0,255
2023-08-16 03:48:37.541994,1,1977,2012,1972,5984,5930,6025,5971,1967,1995,1987,,,,,,,,3077,3084,10,0,1044,0,255
2023-08-16 03:48:37.541994,2,1955,2006,1966,5963,5876,6012,5951,1959,1996,1979,1964,,,,,,,3105,3107,9,0,1044,0,255
2023-08-16 03:48:42.592047,1,1976,2013,1971,5981,5925,6022,5976,1969,1996,1988,,,,,,,,3084,3083,9,0,1044,0,255
2023-08-16 03:48:42.592047,2,1958,2006,1966,5970,5877,6010,5950,1962,1998,1977,1965,,,,,,,3113,3110,9,0,1044,0,255
2023-08-16 03:48:47.650983,1,1975,2014,1969,5982,5929,6029,5977,1973,1995,1988,,,,,,,,3081,3084,8,0,1044,0,255
2023-08-16 03:48:47.650983,2,1956,2006,1967,5963,5876,6009,5952,1964,1995,1983,1964,,,,,,,3122,3111,10,0,1044,0,255
2023-08-16 03:48:52.695943,1,1974,2011,1969,5977,5925,6030,5980,1967,1992,1988,,,,,,,,3085,3085,9,0,1044,0,255
2023-08-16 03:48:52.695943,2,1958,2006,1965,5966,5874,6014,5949,1960,1998,1979,1964,,,,,,,3113,3109,7,0,1044,0,255
2023-08-16 03:48:57.745777,1,1975,2013,1967,5985,5926,6026,5977,1970,1996,1990,,,,,,,,3073,3080,9,0,1044,0,255
2023-08-16 03:48:57.745777,2,1957,2006,1966,5968,5872,6011,5950,1962,1995,1980,1965,,,,,,,3118,3109,9,0,1044,0,255
2023-08-16 03:49:02.794976,1,1977,2013,1969,5982,5926,6032,5979,1972,1995,1988,,,,,,,,3074,3082,9,0,1044,0,255
2023-08-16 03:49:02.794976,2,1958,2004,1964,5972,5877,6010,5950,1963,1999,1980,1964,,,,,,,3098,3108,8,0,1044,0,255
2023-08-16 03:49:07.846827,1,1975,2012,1969,5983,5928,6027,5978,1970,1994,1989,,,,,,,,3083,3086,9,0,1044,0,255
2023-08-16 03:49:07.846827,2,1957,2004,1966,5963,5876,6012,5949,1961,1995,1983,1965,,,,,,,3115,3110,10,0,1044,0,255
2023-08-16 03:49:12.895492,1,1976,2013,1969,5979,5926,6025,5975,1969,1992,1986,,,,,,,,3081,3083,9,0,1044,0,255
2023-08-16 03:49:12.895492,2,1958,2006,1967,5969,5872,6010,5952,1959,2000,1979,1965,,,,,,,3103,3109,9,0,1044,0,255
2023-08-16 03:49:17.947066,1,1977,2013,1968,5981,5924,6026,5977,1969,1996,1988,,,,,,,,3078,3087,9,0,1044,0,255
2023-08-16 03:49:17.947066,2,1954,2005,1974,5963,5872,6012,5948,1962,1992,1983,1966,,,,,,,3095,3109,10,0,1044,0,255
2023-08-16 03:49:22.993691,1,1977,2013,1968,5981,5927,6032,5986,1971,1994,1988,,,,,,,,3072,3083,9,0,1044,0,255
2023-08-16 03:49:22.993691,2,1958,2005,1966,5963,5873,6014,5948,1962,1996,1979,1965,,,,,,,3120,3111,9,0,1044,0,255
2023-08-16 03:49:28.049820,1,1974,2011,1971,5983,5928,6029,5979,1970,1997,1991,,,,,,,,3090,3083,9,0,1044,0,255
2023-08-16 03:49:28.049820,2,1956,2006,1966,5965,5877,6014,5953,1963,1994,1979,1965,,,,,,,3108,3105,9,0,1044,0,255
2023-08-16 03:49:33.097531,1,1978,2011,1971,5983,5929,6029,5981,1970,1997,1989,,,,,,,,3087,3083,9,0,1044,0,255
2023-08-16 03:49:33.097531,2,1956,2005,1965,5966,5876,6009,5953,1963,1994,1983,1963,,,,,,,3108,3106,9,0,1044,0,255
2023-08-16 03:49:38.145794,1,1976,2013,1970,5978,5926,6033,5980,1970,1995,1991,,,,,,,,3073,3085,9,0,1044,0,255
2023-08-16 03:49:38.145794,2,1958,2005,1964,5966,5876,6011,5949,1963,1996,1979,1965,,,,,,,3118,3111,8,0,1044,0,255
2023-08-16 03:49:43.191310,1,1976,2011,1970,5980,5932,6032,5980,1971,1999,1987,,,,,,,,3068,3079,9,0,1044,0,255
2023-08-16 03:49:43.191310,2,1958,2005,1973,5971,5876,6015,5954,1962,1995,1983,1966,,,,,,,3102,3109,9,0,1044,0,255
2023-08-16 03:49:48.246092,1,1973,2013,1971,5982,5926,6037,5976,1971,1995,1988,,,,,,,,3091,3082,9,0,1044,0,255
2023-08-16 03:49:48.246092,2,1957,2004,1966,5968,5875,6016,5951,1962,1996,1984,1963,,,,,,,3120,3111,10,0,1044,0,255
2023-08-16 03:49:53.293143,1,1976,2010,1968,5981,5927,6030,5981,1968,1997,1987,,,,,,,,3077,3082,7,0,1044,0,255
2023-08-16 03:49:53.293143,2,1957,2006,1966,5962,5878,6013,5947,1961,1997,1980,1963,,,,,,,3113,3112,9,0,1044,0,255
2023-08-16 03:49:58.356636,1,1976,2013,1970,5984,5930,6033,5980,1971,1995,1988,,,,,,,,3075,3085,9,0,1044,0,255
2023-08-16 03:49:58.356636,2,1958,2007,1966,5969,5876,6014,5949,1963,1997,1984,1963,,,,,,,3102,3109,9,0,1044,0,255
2023-08-16 03:50:03.405811,1,1975,2011,1970,5977,5926,6028,5976,1968,1995,1991,,,,,,,,3083,3080,9,0,1044,0,255
2023-08-16 03:50:03.405811,2,1956,2007,1968,5966,5879,6013,5952,1960,1998,1978,1964,,,,,,,3114,3107,10,0,1044,0,255
2023-08-16 03:50:08.454249,1,1974,2012,1969,5978,5923,6026,5977,1969,1996,1988,,,,,,,,3088,3084,9,0,1044,0,255
2023-08-16 03:50:08.454249,2,1957,2007,1968,5965,5875,6014,5952,1964,1996,1981,1964,,,,,,,3113,3111,10,0,1044,0,255
2023-08-16 03:50:13.504974,1,1973,2014,1968,5981,5929,6024,5977,1971,1996,1987,,,,,,,,3074,3087,9,0,1044,0,255
2023-08-16 03:50:13.504974,2,1957,2007,1966,5964,5877,6011,5950,1957,2000,1979,1965,,,,,,,3111,3109,9,0,1044,0,255
2023-08-16 03:50:18.580266,1,1973,2012,1968,5979,5921,6027,5979,1969,1995,1988,,,,,,,,3082,3083,9,0,1044,0,255
2023-08-16 03:50:18.580266,2,1957,2005,1966,5966,5876,6012,5948,1961,1994,1982,1966,,,,,,,3104,3109,8,0,1044,0,255
2023-08-16 03:50:23.627570,1,1977,2013,1968,5978,5927,6029,5979,1972,1994,1987,,,,,,,,3077,3081,9,0,1044,0,255
2023-08-16 03:50:23.627570,2,1958,2005,1964,5964,5875,6009,5953,1962,1996,1981,1965,,,,,,,3099,3111,9,0,1044,0,255
2023-08-16 03:50:28.674813,1,1978,2012,1967,5977,5923,6030,5981,1970,1994,1987,,,,,,,,3077,3082,10,0,1044,0,255
2023-08-16 03:50:28.674813,2,1958,2006,1965,5964,5879,6012,5950,1963,1996,1976,1964,,,,,,,3111,3110,11,0,1044,0,255
2023-08-16 03:50:33.721704,1,1977,2009,1969,5980,5930,6028,5981,1971,1994,1987,,,,,,,,3092,3081,9,0,1044,0,255
2023-08-16 03:50:33.721704,2,1957,2006,1965,5965,5876,6012,5950,1957,1995,1979,1964,,,,,,,3102,3110,9,0,1044,0,255
2023-08-16 03:50:38.783349,1,1975,2010,1968,5981,5929,6030,5978,1970,1993,1990,,,,,,,,3085,3083,9,0,1044,0,255
2023-08-16 03:50:38.783349,2,1957,2006,1966,5969,5882,6011,5951,1963,1998,1977,1965,,,,,,,3113,3112,8,0,1044,0,255
2023-08-16 03:50:43.831288,1,1975,2012,1969,5980,5931,6032,5976,1971,1996,1988,,,,,,,,3084,3087,9,0,1044,0,255
2023-08-16 03:50:43.831288,2,1958,2007,1966,5965,5875,6014,5953,1962,1997,1981,1965,,,,,,,3111,3109,9,0,1044,0,255
2023-08-16 03:50:48.886278,1,1976,2013,1969,5983,5925,6031,5984,1971,1996,1988,,,,,,,,3078,3084,9,0,1044,0,255
2023-08-16 03:50:48.886278,2,1958,2004,1965,5970,5878,6014,5948,1962,1997,1981,1964,,,,,,,3127,3108,8,0,1044,0,255
2023-08-16 03:50:53.940828,1,1975,2014,1979,5986,5928,6032,5981,1971,1997,1989,,,,,,,,3081,3086,9,0,1044,0,255
2023-08-16 03:50:53.940828,2,1957,2005,1967,5969,5878,6016,5949,1964,1995,1983,1964,,,,,,,3113,3106,9,0,1044,0,255
2023-08-16 03:50:58.989299,1,1976,2010,1971,5986,5926,6030,5979,1969,1993,1987,,,,,,,,3085,3084,9,0,1044,0,255
2023-08-16 03:50:58.989299,2,1958,2006,1967,5972,5879,6016,5954,1965,1999,1979,1965,,,,,,,3101,3107,9,0,1044,0,255
2023-08-16 03:51:04.039551,1,1974,2011,1969,5982,5929,6028,5978,1972,1992,1988,,,,,,,,3088,3081,9,0,1044,0,255
2023-08-16 03:51:04.039551,2,1958,2006,1967,5971,5874,6018,5949,1965,1997,1984,1963,,,,,,,3118,3110,9,0,1044,0,255
2023-08-16 03:51:09.090408,1,1975,2013,1969,5980,5928,6033,5979,1973,1995,1987,,,,,,,,3073,3081,9,0,1044,0,255
2023-08-16 03:51:09.090408,2,1956,2005,1966,5970,5872,6015,5951,1964,1998,1981,1966,,,,,,,3100,3108,9,0,1044,0,255
2023-08-16 03:51:14.138843,1,1976,2013,1972,5983,5928,6030,5979,1971,1996,1991,,,,,,,,3102,3079,9,0,1044,0,255
2023-08-16 03:51:14.138843,2,1959,2005,1966,5970,5879,6016,5952,1961,1996,1983,1966,,,,,,,3114,3105,9,0,1044,0,255
2023-08-16 03:51:19.191525,1,1977,2013,1968,5982,5928,6027,5979,1971,1996,1989,,,,,,,,3103,3079,8,0,1044,0,255
2023-08-16 03:51:19.191525,2,1959,2006,1967,5968,5881,6016,5953,1964,1992,1984,1965,,,,,,,3090,3109,9,0,1044,0,255
2023-08-16 03:51:24.237498,1,1977,2012,1971,5982,5928,6032,5981,1970,1993,1987,,,,,,,,3084,3082,8,0,1044,0,255
2023-08-16 03:51:24.237498,2,1958,2006,1966,5970,5879,6013,5947,1963,1999,1979,1967,,,,,,,3116,3103,9,0,1044,0,255
2023-08-16 03:51:29.284327,1,1977,2012,1968,5979,5925,6026,5981,1969,1996,1988,,,,,,,,3090,3083,9,0,1044,0,255
2023-08-16 03:51:29.284327,2,1957,2004,1967,5969,5872,6016,5955,1962,1998,1980,1964,,,,,,,3118,3113,9,0,1044,0,255
2023-08-16 03:51:34.332377,1,1975,2011,1971,5982,5929,6028,5979,1972,1994,1988,,,,,,,,3088,3088,9,0,1044,0,255
2023-08-16 03:51:34.332377,2,1958,2004,1962,5970,5877,6019,5953,1963,1997,1978,1965,,,,,,,3102,3111,9,0,1044,0,255
2023-08-16 03:51:39.381796,1,1975,2010,1971,5981,5927,6031,5983,1971,1997,1993,,,,,,,,3078,3081,10,0,1044,0,255
2023-08-16 03:51:39.381796,2,1958,2006,1966,5969,5880,6017,5955,1965,1993,1979,1966,,,,,,,3100,3107,9,0,1044,0,255
